Title,Power,Type,Time,LocationLat,LocationLon
Shandong Zhangji Coal Mining Subsidence Area solar farm,400,Solar,2023,34.8102,116.3401
Qinghai Province Golmud Longyuan Grid-Connected solar farm,30,Solar,2011,36.3366,95.2328
Guizhou Weining Heituhe Fadikouzi (SPIC) solar farm,40,Solar,2020,27.236,103.893
Hebei Province Xingtai Huangsi solar farm,30,Solar,2013,37.1958,114.3783
Jiangxi Xinjian Songhuzhen solar farm,20,Solar,2017,28.3757,115.7169
Guangxi Shangsi Hualanzhen (Guangzhou Development) solar farm,300,Solar,2023,22.0049,107.79
Henan Guangshanxian Yanhe solar farm,50,Solar,2016,31.818,114.8179
Henan Yichuanxian Dayushan solar famr,20,Solar,2016,34.3806,112.6457
Jiangxi Fengcheng Hutang (Huaneng) Fishery solar farm,120,Solar,2021,28.2999,115.5628
Xinjiang Kashgar Tashitkuer Zhongke Hengyuan solar farm,20,Solar,2016,37.9945,75.139
Zhejiang Rui'an (Huabo) Photovoltaic solar power project,40,Solar,2019,29.0001,120.0001
Shandong Qingdao Jiaohe Shangshang solar farm,40,Solar,2021,35.9446,119.7853
Hubei Guangshui Guangshui Wangzishan solar farm,30,Solar,2019,31.619,113.8204
Shandong Pingyi Jincheng solar farm,20,Solar,2015,35.5062,117.6392
Hubei Xiaonan Sancha solar farm,20,Solar,2017,30.9556,113.8473
Jiangsu Liyang Jinfeng Cement solar farm,35,Solar,2023,31.3919,119.3218
Shanxi Linfen Anze (Huaneng) solar farm,100,Solar,2022,36.1508,112.249
Gansu Province Jinchang Guoyuan Grid-Connected solar farm,50,Solar,2013,38.5886,102.1431
Guangxi Xiangzhou Yunjiang (China Aviation) solar project,100,Solar,2023,24.1083,109.709
Ningxia Yinchuan Binggou Shanxi Shentou solar farm,200,Solar,2021,38.506,106.5862
Guangxi Qinnan Dongchangzhen (Minhai) solar farm,300,Solar,2020,21.8063,108.7705
Shanxi Fenxi Zeyu Poverty Alleviation solar farm,20,Solar,2017,36.6264,111.3178
Inner Mongolia Wulanchabu Shangdu County solar farm,50,Solar,2014,41.5141,113.9443
Madhugiri HFE solar farm,20,Solar,2017,13.551,77.251
Sichuan Heishui Zhawo solar farm,30,Solar,2018,32.219,103.1245
Shaanxi Pucheng Qiaoling solar power plant,200,Solar,2023,35.8894,109.1357
Shaanxi Shenmu Yuanhang solar farm,30,Solar,2017,38.6721,110.3382
Shanxi Lucheng Shengyang solar farm,20,Solar,2017,36.3796,113.066
Jiangsu Liyang Xinhui solar farm,20,Solar,2017,31.2607,119.2943
Softbank Yakumo Solar Park,102,Solar,2020,42.3012,140.2665
Hebei Quyang (Yuanyang Yisheng) Agriculture solar farm,100,Solar,2022,38.862,114.6388
Jiangxi Xinyu Bajing Power station solar farm,20,Solar,2017,28.1726,115.4831
Jiangxi Guixi Liukouzhen CECEP solar farm,20,Solar,2015,28.2847,117.2024
Inner Mongolia Urad Middle Banner Chuanjing Sumu SPIC solar farm,20,Solar,2015,41.8865,108.226
Ninh Thuận Gelex solar farm,50,Solar,2019,11.435,108.997
Shanxi Province Huairen Jinneng solar farm,100,Solar,2019,39.8898,113.0115
Shandong Feicheng Shengyang solar farm,20,Solar,2015,36.0775,116.6762
Xinjiang Changji Jimusaer Hanneng Grid-Connected solar farm,20,Solar,2016,44.0179,88.9761
Ningxia Taiyangshan Jingnneg solar farm,180,Solar,2019,37.4492,106.2141
Qinghai - Henan High Voltage Transmission Second Phase (Three Gorges) Gonghe solar power plant,900,Solar,2023,36.4138,100.134
Garadagh Solar PV Plant,230,Solar,2023,39.9465,49.4032
Shandong Rizhao Xindonggang Banshi solar farm,60,Solar,2019,35.472,119.0472
Digos solar farm,29,Solar,2016,6.7796,125.2838
Gansu Dunhuang (TBEA Xinjiang Sunoasis) solar farm,20,Solar,2021,40.1411,94.6608
Hebei Zhangjiakou Guyuan (Yanzhong) solar farm,200,Solar,2020,41.6658,115.6971
Shandong Gaotang Guhe (Runneng) solar farm,30,Solar,2020,36.9059,116.4125
Shandong Province Dezhou Dingzhuang solar farm,100,Solar,2021,37.3295,116.4641
Xinjiang Turpan Qiquanhu Zhongdiantou solar farm,20,Solar,2014,43.1299,89.3842
Ningxia Hongsibao Dahexiang Jiaze Grid-Connected solar farm,20,Solar,2013,37.3192,105.993
Tianjin Taipingzhen Zhongdian Shengfa solar farm,95,Solar,2016,38.6181,117.3363
Shanxi Pingding Yuhuangding SPIC solar farm,30,Solar,2017,37.7367,113.6562
Qinghai Hainan Gonghe Guangheng solar farm,20,Solar,2015,36.2029,100.5982
Liaoning Zhuanghe Lizifang Taishan Hongri solar farm,20,Solar,2017,39.877,123.4142
Yamadamachi solar farm,33,Solar,2020,39.5501,141.9301
Shaanxi Yaozhou Yongqiang Electricity Distributed solar farm,20,Solar,2018,34.9133,108.9715
Zhejiang Wuxing Donglin Photovoltaic solar farm,80,Solar,2017,29.0001,120.0001
Anhui Gaoxinqu Maojiawa (Guodian) Huichang solar farm,26,Solar,2022,32.769,117.1224
Shaanxi Province Tongchuan Yaozhou District Agriculture solar farm,50,Solar,2016,34.9467,108.978
Fatehgarh solar farm,246,Solar,2022,25.5377,75.3612
Xinjiang Yizhou Shichengzi Three Gorges solar farm,20,Solar,2013,42.8234,93.5052
Guangxi Qintang Shikazhen (Jingke) Fishery solar farm,150,Solar,2023,23.1303,109.4485
Mahiba solar farm,34,Solar,2017,25.4601,79.465
Inner Mongolia Baiyun'ebo Mining Area solar farm,20,Solar,2016,41.4357,109.5745
Yunnan Yongren Xiutian solar farm,30,Solar,2020,26.1229,101.5813
Shanxi Qinxian Poverty Alleviation solar farm,20,Solar,2019,36.7563,112.6984
Yunnan Binchuan Tiechengpo Agriculture solar farm,80,Solar,2022,25.6813,100.5925
Guangdong Fengkai Runfeng solar farm,100,Solar,2023,23.327,111.4077
Shaanxi Ansai Pingqaio Jiasheng Agricultural/Forestry solar power plant,100,Solar,2023,37.2969,108.4504
Hainan Qiongshan Haikou Agriculture solar farm,300,Solar,2020,19.626,110.5392
Guangxi Teng Oushennuo Ceramic Distributed solar project,40,Solar,2023,23.37,111.0017
Shaanxi Yulin Yuyang District Fengguang solar farm,30,Solar,2015,38.5099,110.1356
Henan Neihuang Mashang Hongan Haoyue solar farm,20,Solar,2016,35.9954,114.934
Zhejiang Lanxi Meijiang Photovoltaic solar farm,20,Solar,2017,29.3167,119.7333
Hubei Chongyang Shaping (CECEP) solar farm,98,Solar,2022,29.3752,113.8766
Shaanxi Province Dongkeng Yidangwan Huaneng solar farm,100,Solar,2021,37.6421,108.6302
Risha Solar Plant,50,Solar,2019,31.1667,36.9416
Hong Phong 1 solar farm,150,Solar,2019,11.065,108.288
Ea Súp Xuân Thiện solar farm,831,Solar,2020,13.2988,107.7299
Maxinsolar Yunlin Kouhu solar farm,40,Solar,2020,23.597,120.174
Jilin Da'an Power Export solar power plant,100,Solar,2023,45.4055,123.5213
Jiangxi Yujiang Huangxizhen solar farm,30,Solar,2017,28.3201,116.9364
Guangxi Tengxian Heping Agriculture solar farm,149,Solar,2023,23.2613,110.7147
Anhui Jiujiang Shenxiangzhen (Xinyi) Fishery solar farm,100,Solar,2023,31.5075,118.1643
Guangdong Province Yangxi County Zhilong State Farm solar farm,50,Solar,2019,21.731,111.4825
Guizhou Weining Xueshan Yangjiaping (SPIC) solar farm,70,Solar,2020,27.077,104.1216
Anhui Mengcheng Fanji solar farm,20,Solar,2016,33.4307,116.6275
Anhui Xuanzhou Honglinzhen solar farm,60,Solar,2023,30.9487,118.7514
Bap solar farm,20,Solar,2015,27.488,72.401
Bikaner (Mahindra) solar farm,200,Solar,2021,28.018,73.3033
Sichuan Province Yanyuan County Tangniwan solar farm,20,Solar,2015,27.5728,101.4041
Anhui Yingdong Zhengwuzhen solar farm,100,Solar,2023,32.9143,115.8515
Zhejiang Yuhuan Qinggang 'fisheries' Photovoltaic solar farm,100,Solar,2022,28.2705,121.224
Bình An solar farm,50,Solar,2019,11.311,108.428
Xinjiang Kashi Yecheng Zhongxing solar farm,30,Solar,2016,37.7603,77.4112
Baikonur solar farm,50,Solar,2019,45.6322,63.3209
Gio Hai solar farm,50,Solar,2019,16.7442,106.9291
Shaanxi Jintai Jinhezhen (Baoji Dingshunte) solar farm,50,Solar,2021,34.4206,107.1185
Inner Mongolia Baotou Shiguai District (Neixin) solar farm,100,Solar,2019,40.6741,110.2767
Ningxia Ningdong Xinrun solar farm,300,Solar,2016,38.1648,106.586
Aomori Solar Power Plant,30,Solar,2016,40.832,140.657
"Shanxi Datong ""Front Runner"" Nanjiao Zhengtai solar farm",50,Solar,2016,40.1087,113.093
Inner Mongolia Dalate (CGN) solar farm,20,Solar,2020,40.4003,110.0249
Hubei Huangmei Longgan Lake Wind Storage And solar plant,70,Solar,2022,29.8856,116.0249
Anhui Yingshang Jiaoganghu (Beikong) solar farm,20,Solar,2016,32.6102,116.5722
Saemangeum Onshore Area 2 solar farm,99,Solar,2022,35.961,126.559
Shanxi Province Yangquan Pingding Shimenkou solar farm,100,Solar,2017,37.7881,113.7193
Ananthapuramu (Azure) Ultra Mega Solar Park,50,Solar,2018,14.027,78.4427
Xinjiang Hami Shankou Rongxin solar farm,50,Solar,2016,44.7063,94.0963
Guangdong Heyuan (Sumeida) solar farm,100,Solar,2021,24.0323,114.8773
Chandarva solar farm,30,Solar,2021,22.2552,71.8505
Xinjiang Tumushuke Rongxin solar farm,20,Solar,2013,39.7854,78.5285
Jiangsu Lianyun Xuwei Center solar farm,200,Solar,2023,34.5681,119.5245
HàM KiệM 1 solar farm,46,Solar,2019,10.9056,108.0087
Qinghai Hainan 3000 MW Photovoltaic Base (Huaneng) solar power plant,500,Solar,2023,36.4138,100.134
Islahiye solar farm,25,Solar,2017,37.071,36.684
Wando Gwansanpo Provincial solar farm,99,Solar,2023,34.3811,126.9147
Hunan Xintian Wuling solar farm,20,Solar,2017,25.9174,112.1916
Ningxia Yanchi Zhongmin Guangfu solar farm,180,Solar,2018,37.8263,107.5097
Anhui Fanchang Daihu Xinyi Guangneng solar farm,20,Solar,2016,31.0561,118.3242
Gansu Province Yongchang Xiehe Grid-Conneted solar farm,50,Solar,2013,38.2709,102.2997
Gansu Jiuquan Suzhou District CECEP 49MW solar farm,49,Solar,2020,39.5969,98.5792
Qinghai Haixizhou Delingha Yagui solar farm,60,Solar,2016,37.3645,97.3023
Guangdong Gaozhou Rooftop solar project,500,Solar,2023,21.919,110.9917
Guangxi Hepu Xinyi Acquatic solar power plant,300,Solar,2022,21.621,109.001
Shandong Dongying Kenli (China Resources) solar farm,700,Solar,2023,37.5895,118.5497
Henan Shangcai Xinguang solar farm,150,Solar,2016,33.3061,114.4238
Guangdong Renhua Dongtangzhen solar farm,145,Solar,2017,25.0974,113.6582
Inner Mongolia Guyang Huaishuo Guodian solar farm,20,Solar,2016,41.2713,110.236
Jilin Wangqing (State Power Investment) solar farm,100,Solar,2017,43.2621,129.6057
Simhadri Floating solar farm,25,Solar,2021,14.8221,78.2817
Hilvan solar farm,32,Solar,2018,37.5102,38.8994
Shirakawa Solar Park,74,Solar,2021,37.0946,140.1876
Qinghai Golmud HHSD solar farm,60,Solar,2015,36.3798,95.0911
Zhejiang Cixi Hangzhou Bay Modern Agricultural Zone solar farm,30,Solar,2020,30.1701,121.2658
Shaanxi Pucheng Luobin solar power plant,300,Solar,2023,35.8894,109.1357
Hunan Guiyang Hecheng solar farm,20,Solar,2017,25.7562,112.7296
Ningxia Tongxin Zhongli Qihui solar farm,50,Solar,2018,36.9631,106.2817
Guangdong Huazhou Liangguangzhen Agriculture solar farm,150,Solar,2022,21.6007,110.6089
Guangdong Wuhua County Huangnizhai Agriculture solar farm,70,Solar,2022,24.0171,115.6892
Hubei Danjiangkou Haoping Forestry solar farm,100,Solar,2023,32.7859,111.3028
Jiangxi Shangyou Yingqianzhen solar farm,30,Solar,2017,25.9288,114.2857
Shandong BAIC Industry Base Distributed solar farm,20,Solar,2019,36.8877,120.5173
Xinjiang Hoboksar Zhonghe solar farm,20,Solar,2016,46.5199,86.0177
Inner Mongolia Horqin Left Rear Banner Ganqika Guodian solar farm,40,Solar,2015,42.9465,122.3478
Xinjiang Corps Shihezi 134th Regiment (Tianfu) solar farm,400,Solar,2023,44.7063,94.0963
Lộc Ninh solar farm,150,Solar,2020,11.934,106.459
Qinghai Haixizhou Golmud (CGN) solar farm,100,Solar,2022,36.9096,93.1633
Sengottai solar farm,40,Solar,2015,8.9861,77.2436
Guangxi Lingshan Sanlong solar farm,109,Solar,2023,22.303,109.1708
Jiangxi Leping Zhongbuzhen Mingkouzhen solar farm,90,Solar,2022,28.8427,117.3034
Ningxia Shizuishan Pingluo Zhongdian Techbology solar farm,30,Solar,2013,38.6941,106.6804
Hulu Selangor solar farm,20,Solar,2023,2.9241,101.7812
Hubei Jianli Wangqiao Integrated solar project,100,Solar,2023,29.9772,112.7092
Mitsui Fudosan Tomakomai Solar Power Plant,23,Solar,2014,42.6556,141.6756
Shanxi Quwo (Huaneng) solar farm,300,Solar,2023,35.586,111.474
Dhaka solar farm,50,Solar,2023,23.9136,90.2143
Anhui Huainan Xiejiaji fisheries solar farm,20,Solar,2019,32.551,116.928
Nobeoka Mongawa Mega solar farm,47,Solar,2021,32.4964,131.5935
Shaanxi Huanglong Changninghe Unsubsidized solar power plant,150,Solar,2023,37.2969,108.4504
Guizhou Weining Mezhan Wuga (SPIC) solar farm,80,Solar,2019,26.7479,104.2597
Gansu Yumen Changma CECEP solar farm,25,Solar,2017,40.2844,97.0279
"Hebei Province Haixing ""Front Runner"" solar farm",145,Solar,2019,38.1478,117.541
Anhui Huainan Jinhui Maoji solar farm,20,Solar,2017,32.5818,116.5956
Gansu Jinchuan Xipo Jinko solar power plant,150,Solar,2023,38.4963,102.1847
Jhandekalan solar farm,20,Solar,2016,29.625,75.205
Jiangsu Sheyang Tidal Flat solar farm,30,Solar,2012,33.8259,120.432
Shanxi Huguan Fuxin solar farm,35,Solar,2017,36.1113,113.214
Sichuan Liangshan Puge Gantiandi solar farm,20,Solar,2017,27.4364,102.7098
Sp Infra 1 solar farm,50,Solar,2019,11.584,108.862
Shandong Province Zhanhua Qingfenghu Poverty Alleviation solar farm,100,Solar,2017,37.8172,118.1754
Xinjiang Uqturpan A'heyazhen (Huaneng) Integrated solar farm,450,Solar,2023,41.2495,79.2901
Xinjiang Turpan Shanshan Zhongdiantou Grid-Connected solar farm,30,Solar,2013,42.2914,90.6423
Bilhaur solar farm,225,Solar,2021,26.756,80.072
Shandong Jining Huaqin Rubber Industry Group solar farm,40,Solar,2019,35.5106,116.7971
Zhejiang Province Ningbo Cixi Changhe Reservoir solar farm,100,Solar,2017,30.2801,121.1017
Jiangxi Poyang Xingyang New Energy solar farm,30,Solar,2019,29.384,116.8256
Jiangsu Province Sihong Shuanggou Town Fishing and Light Complementary solar farm,100,Solar,2020,33.2402,118.1798
Zhejiang Nanxun Shanlian Photovoltaic solar farm,50,Solar,2016,29.0001,120.0001
Yunnan Heqing Junhua Jingdongwan solar farm,120,Solar,2022,26.1003,100.2613
Tianjin Ninghe District Dayuehe Yongneng solar farm,80,Solar,2019,39.4991,117.6708
Hubei Laohekou Hongshanzui Hubei Energy Group solar farm,50,Solar,2019,32.4557,111.6486
Qinghai Hainan (China Energy Investment) Pastoral Solar and Storage solar project,200,Solar,2023,36.152,100.595
Guangdong Xuwen Xinliaozhen Fishery solar farm,400,Solar,2023,20.6556,110.4617
Xinjiang Hami Hongxing 2 Farm Shangde solar farm,30,Solar,2013,42.864,93.2125
Xinjiang Tashkurgan (Guozong Zheneng) solar/storage farm,50,Solar,2022,37.997,75.135
Ningxia Haiyuan Ganyanchi Zhenfa solar farm,50,Solar,2014,36.6661,105.2624
Qinghai Hainanzhou Energy Storage Demonstration solar farm,20,Solar,2018,36.283,100.6193
Annaka Solar Power Plant,63,Solar,2020,36.3401,138.873
Neot Hovav solar farm,38,Solar,2014,31.1469,34.7548
Hebei Laishui Longmenzhen solar farm,80,Solar,2021,39.5936,115.2352
Shandong Nancao Dinghao solar farm,21,Solar,2017,35.3467,116.1934
Tipatturu solar farm,20,Solar,2018,13.396,76.407
Qinghai Province Delingha Huanghe Medium Hydropower solar farm,40,Solar,2014,37.3764,97.1916
Henan Dengzhou Zhangcunzhen Distributed solar farm,20,Solar,2017,32.8416,111.9168
Guizhou Ceheng Banwan (GCL) solar farm,90,Solar,2017,24.8479,105.6251
Gansu Minle Tianju solar farm,30,Solar,2015,38.7599,100.7189
Hunan Province Taizimiao Jiqingcun Haohui solar farm,20,Solar,2015,28.7828,111.9803
Jiangsu Province Lianyungang CGN solar farm,80,Solar,2015,34.6397,119.1415
Heilongjiang Sartu Chenrui Xinyang solar farm,20,Solar,2017,46.7094,125.0578
ISCC Duba 1 solar farm,50,Solar,2023,27.7486,35.4524
Hunan Xinhua Desertification Area solar farm,50,Solar,2023,27.8404,111.3075
Barmer (Hera) solar farm,20,Solar,2023,25.7649,71.4014
Tianjin Binhai Centralized solar farm,20,Solar,2022,39.0128,117.7033
Xinjiang Hami Jiingxia Zhongdiantou solar farm,50,Solar,2016,44.7063,94.0963
Tịnh Biên Sao Mai solar farm,106,Solar,2020,10.5579,104.9915
Guangxi Mashan Linwei Datang Agriculture solar farm,110,Solar,2023,23.5962,108.1608
Anhui Qingyang Xinhezhen Xiangyangcun fisheries solar farm,30,Solar,2019,30.738,117.893
Islasol Solar Power Project,48,Solar,2016,10.943,123.167
Shanxi Yingxian Daliuzhuang Jinneng solar farm,30,Solar,2015,39.4921,113.0695
Anhui Langxi (Jinko) Photovoltaic solar farm,20,Solar,2016,31.131,119.0479
"Shanxi Datong ""Front Runner"" Zuoyun Haoyun solar farm",100,Solar,2018,39.9002,112.7604
Inner Mongolia Zhalaite Banner-Wide Rooftop Distributed solar farm,20.9,Solar,2023,46.839,122.652
Heilongjiang Tailai Jiuzhou Xinqing solar farm,100,Solar,2021,46.2909,123.7283
Anhui Guichi Wushazhen Xihu fisheries Photovoltaic solar farm,40,Solar,2019,30.6062,117.2936
Anhui Congyang Qianqiao (Huadian) solar farm,90,Solar,2022,31.5723,118.4928
Xinjiang Beitashan Ranch Three Gorges solar farm,50,Solar,2018,45.2409,90.5143
Hubei Xishui Bahe (Hengtai) Fishery solar farm,100,Solar,2021,30.5999,115.2993
Jiangxi Fengcheng (Guodian) solar farm,100,Solar,2020,28.2071,115.6934
ChSP SJVNL2 solar farm,20,Solar,2015,23.897,71.225
Xinjiang Bozhou Bole Jiuzhou Fangyuan Grid-Connected solar farm,30,Solar,2014,44.8062,82.0293
Jiangxi Yugan Jiuliangang Fishery solar farm,50,Solar,2021,28.5433,116.6793
Gansu Linze Banqiao Beitan 500 MW Desert Control solar power plant,200,Solar,2023,39.2778,100.2858
Calatagan Solar Power Project,63,Solar,2016,13.9155,120.6498
Shandong Weifang Binhai solar farm,50,Solar,2016,37.0678,119.4831
Henan SPIC Pingdingshan Power Branch solar farm,25,Solar,2021,33.7455,112.9103
Hubei Tianmen Zhuiri solar farm,20,Solar,2016,30.6636,113.1616
Akadyr solar farm,50,Solar,2019,48.287,72.911
Shaanxi Shenmu Tianrun solar farm,20,Solar,2017,39.1904,110.2569
Tahara solar farm,41,Solar,2015,34.6916,137.244
Hebei Weichang Chinese Herbal Medicine solar farm,50,Solar,2016,41.9958,117.3693
Akadyr solar farm,26,Solar,2020,48.286,72.905
Ormoc Solar Power Project,30,Solar,2015,11.0868,124.6342
Jiangxi Poyang Raofeng Jingke solar farm,120,Solar,2016,28.9492,116.8639
Xinjiang Horgos PLA Corps CECEP solar farm,30,Solar,2014,43.9576,80.6014
Jalaun (Adani) solar farm,50,Solar,2017,25.453,79.711
Xinjiang Karamay (Guozong Energy) solar farm,50,Solar,2022,45.5799,84.8848
Qinghai Province Wulan Yuhui Grid-Connected solar farm,20,Solar,2012,36.9193,98.3804
Torenjicho A solar farm,40,Solar,2022,36.575,140.473
Hebei Yixian CGN solar farm,40,Solar,2020,39.2103,114.9978
Guizhou Weining Xiangbiling (SPIC) solar farm,30,Solar,2018,27.0545,103.6652
Xinjiang Hami Datang Grid-Connected solar farm,20,Solar,2013,43.0273,93.6005
"Anhui Province Huaibei Suixi Liuqiaozhen ""Front Runner Plan"" solar farm",50,Solar,2017,33.8949,116.6663
Xinjiang Makit Zhengxin solar farm,20,Solar,2014,38.9006,77.6465
Shanxi Province Yangquan Yuxian Xiazhuangxiang solar farm,100,Solar,2018,38.1548,113.5427
"Inner Mongolia Erdos Dalate Banner ""Lead from the Front"" solar farm",100,Solar,2018,40.4465,108.8497
Gansu Province Jiuquan Dunhuang Linuo Grid-Connected solar farm,50,Solar,2015,40.1057,94.4947
Qinghai Hainan Prefecture Qingshui solar farm,50,Solar,2018,36.4138,100.134
Qinghai Hainan Gonghe Juya solar farm,20,Solar,2014,36.2031,100.5838
"Shaanxi Weinan ""Front Runner Chengcheng Caozhuang solar farm",100,Solar,2018,35.2032,109.9692
Xinjiang Turpan Shanshan Zhongdiantou Grid-Connected solar farm,20,Solar,2013,42.2914,90.6423
Phong Phú solar farm,42,Solar,2019,11.3405,108.7446
Zhejiang Jiashan Yaozhuangzhen Baiyutang fisheries Photovoltaic solar farm,50,Solar,2017,29.0001,120.0001
Inner Mongolia Tuquan Taipingxiang (Xinsheng) solar farm,200,Solar,2023,45.4076,121.6597
Ls Chiba Katsuura solar farm,32,Solar,2021,35.165,140.291
Hainan Gonghe Photovoltaic/Wind/Hydro solar farm,500,Solar,2018,36.1951,100.5681
Hunan Huarong Nianyuxu GCL solar farm,60,Solar,2017,29.5516,112.4061
Xinjiang Turpan Shanshan CECEP Grid-Connected solar farm,20,Solar,2015,42.9561,90.0621
Xinjiang Yecheng (Huadian) solar farm,50,Solar,2021,37.789,77.591
Qinghai Province Gonghe Yahui Grid-Connected solar farm,30,Solar,2013,36.186,100.5911
Jiangxi Chongren Bashan solar farm,30,Solar,2019,27.7643,116.0566
Sichuan Aba Ruoergai Zhuokun solar farm,20,Solar,2015,31.9016,102.2229
Shandong Gaotang Jiangdianzhen solar farm,60,Solar,2020,36.8039,116.2626
Jaisalmer SECI (O2) solar farm,250,Solar,2022,26.5322,71.5739
Hunan Hanshou Yudepu Zhonghui solar farm,20,Solar,2017,28.8668,112.0302
Shanxi Province Taiyuan Yangqu solar farm,100,Solar,2021,38.0544,112.9253
Tibet Shannan Cuomei solar farm,20,Solar,2019,28.4304,91.4319
Hebei Province Linxi Langyuan solar farm,30,Solar,2015,36.8592,115.6434
Shaanxi Shenmu Tengcheng solar farm,20,Solar,2017,39.1904,110.2569
Tianjin Haijing Salt-Light Complementary (Huaneng) solar project,1000,Solar,2023,39.0923,117.1926
Hubei Shayang Shihuiqiao Chufu solar farm,50,Solar,2019,30.5539,112.273
Iizuka Golf Club Solar Power Plant,20,Solar,2019,33.5564,130.7232
Tibet Changdu Bangda (SPIC) solar farm,30,Solar,2019,30.208,97.2929
Hebei Luanping Piandaozi Village (Keshida) solar farm,20,Solar,2017,40.9655,117.6444
Henan Qi Risheng solar farm,50,Solar,2016,35.7511,114.2934
Hebei Shangyi GCL solar farm,28,Solar,2018,41.0881,113.9901
Hubei Province Suizhou Jingxing Xihe solar farm,30,Solar,2015,31.686,113.5277
Hebei Pingxiang (CGN) solar farm,40,Solar,2020,37.094,115.0623
Guangdong Zijin Haoyi (Guangzhou Development) Agriculture solar farm,40,Solar,2020,23.386,114.733
Liaoning Donggang Lianjiaba Reservior Shenneng solar farm,20,Solar,2017,39.9679,123.4989
Shandong Zaozhuang Wangma Puzhao solar farm,20,Solar,2017,34.7247,117.4676
Gansu Province Wuwei Hongshagang CECEP Grid-Connected solar farm,70,Solar,2021,38.7113,102.8369
Inner Mongolia Aohan Banner (CPI) solar farm,150,Solar,2022,42.9102,120.1166
Gansu Wuwei Gulang Wanyu solar power plant,300,Solar,2023,37.739,103.103
Jilin Tongyu Power Export Number 1 solar power plant,100,Solar,2023,42.9995,125.9816
Gansu Jiayuguan Rongsheng solar farm,50,Solar,2017,39.7675,98.1441
Quaid-E-Azam solar farm,100,Solar,2016,29.3014,71.8373
Hebei Fuping Pingyang SPIC solar farm,20,Solar,2014,38.8956,114.1354
Guangxi Pingle Shoudian Agriculture solar farm,40,Solar,2020,24.624,110.6329
Gaya solar farm,44,Solar,2016,24.599,84.686
Xinjiang Tashkurgan (Guozong) solar/storage farm,50,Solar,2022,37.607,75.311
Shanxi Yangcheng Hebei solar farm,200,Solar,2022,35.4178,112.3627
Jaisalmer (Tata) solar farm,20,Solar,2013,26.9104,70.9104
Crundale Solar Field,38,Solar,2014,51.8195,-4.9189
Paks solar farm,21,Solar,2019,46.5683,18.8215
Sorochinsk solar farm,60,Solar,2018,52.4651,53.2197
Beturia solar farm,50,Solar,2021,38.159,-6.5906
Krasinskaya solar farm,60,Solar,2023,45.4491,47.342
Alarcos solar farm,50,Solar,2020,38.936,-3.9897
Pairi Daiza Zoo solar farm,20,Solar,2020,50.5904,3.89
Alvarado solar farm (Spain),50,Solar,2020,38.8098,-6.7908
Witznitz solar farm,650,Solar,2023,51.1794,12.459
Karadzhalovo solar farm,60,Solar,2012,42.1061,25.3248
Oleshky solar farm,22,Solar,2018,46.6131,32.7628
Mogadouro Solar,49,Solar,2020,41.3427,-6.5611
Caserma solar farm,22,Solar,2012,41.157,16.7659
Astexol 2 CSP solar farm,49.9,Solar,2012,38.8121,-7.059
Gea Solar Group solar farm,23,Solar,2019,47.5638,33.2704
Poleñino solar farm,30,Solar,2019,41.8692,-0.3052
Palma del Río 1 CSP solar farm,49.9,Solar,2011,37.645,-5.258
Ockendon Landfill solar farm,59,Solar,2023,51.5262,0.3191
Bournemouth Airport solar farm,37,Solar,2014,50.8674,-1.948
Burgstall West solar farm,25,Solar,2021,48.7441,12.9371
Bonete solar farm,46.4,Solar,2019,38.8379,-1.3087
Sergen West solar farm,31,Solar,2023,51.7084,14.479
Puertollano Green Hydrogen Solar Plant,120,Solar,2022,38.6927,-4.097
Uivermeertjes solar farm,30,Solar,2021,52.1014,5.9516
Heze solar farm,42.4,Solar,2023,42.1362,-0.4104
Morgado de Arge solar farm,45,Solar,2021,37.187,-8.5524
Istres solar farm,25,Solar,2012,43.5842,4.9161
Tramm Göthen solar farm,172,Solar,2022,53.5253,11.6569
Don Rodrigo solar farm,175,Solar,2018,37.2209,-5.8679
La Sugarella solar farm,24,Solar,2011,42.3918,11.7167
Bonete solar farm,44.4,Solar,2019,38.8443,-1.312
Gemina solar farm,45.3,Solar,2022,39.2774,-6.2734
Tagus solar farm,95,Solar,2023,39.6511,-7.4991
Labrit 1 solar farm,22.9,Solar,2021,44.1235,-0.5629
Olmedilla solar farm,42,Solar,2022,39.6153,-2.1077
Euder solar farm,43,Solar,2019,39.2441,-5.2922
Volgograd (Lukoil) solar farm,20,Solar,2021,48.6975,44.5136
Ceclavín solar farm,328,Solar,2021,39.8201,-6.7798
KD Energy 2 solar farm,26,Solar,2020,47.1855,34.9436
Voshod solar farm,53,Solar,2018,47.8109,31.2194
Eco Solar Station,20,Solar,2019,48.5444,28.7409
Iberelectrica 1 solar farm,22.3,Solar,2022,38.9935,-3.3951
Resko (Better Energy) solar farm,36,Solar,2023,53.7734,15.4056
Vollerup solar farm,25,Solar,2018,54.9226,9.8511
Montalto Di Castro Solar Farm,22,Solar,2010,42.409,11.5717
Söjtör solar farm,45,Solar,2022,46.6916,16.8588
Rejstrup solar farm,28,Solar,2020,56.5199,9.8487
Resko (Econergy) solar farm,51,Solar,2023,53.7729,15.3873
El Carpio 2 Thermosolar farm,50,Solar,2012,37.961,-4.4754
Schwarzheide solar farm,24,Solar,2022,51.4932,13.847
Alt Daber solar farm,68,Solar,2011,53.2001,12.5167
