Project Name;Capacity (MW);Type;Start year;Latitude;Longitude
Zhejiang Pingyang Xiwan wind farm;16;Wind;2016;27,6484;120,6178
Kellia wind farm;16;Wind;2022;34,9756;33,6222
Døstrup Vest wind farm;16;Wind;2016;56,6746;9,7141
Kikkenborg wind farm;16;Wind;2013;56,364;8,3151
Vedersø wind farm;16;Wind;2002;56,2225;8,2334
Tooma wind farm;16;Wind;2010;58,6233;23,5374
Albine wind farm;16;Wind;2017;43,4378;2,5435
Antezant La Chapelle wind farm;16;Wind;2019;45,998;-0,4881
Arc-En-Thiérache wind farm;16;Wind;2019;49,8433;3,7352
Argonne wind farm;16;Wind;2005;48,971;4,8042
Beausemblant wind farm;16;Wind;2007;45,2084;4,8629
Bois De Merdelou wind farm;16;Wind;2017;43,7595;2,896
Cap Espigne wind farm;16;Wind;2017;43,7529;3,2316
Carreau Manceau wind farm;16;Wind;2015;49,6378;3,9943
Champ Des Soeurettes wind farm;16;Wind;2009;50,0087;1,5436
Chantereine Ménaucourt wind farm;16;Wind;2008;48,6511;5,3551
Chaourse wind farm;16;Wind;2015;49,6909;3,964
Chemin De La Ligue wind farm;16;Wind;2011;46,0269;3,6943
Croix Saint-Marc wind farm;16;Wind;2018;49,4338;6,0058
Derval/Lusanger wind farm;16;Wind;2007;47,6577;-1,6776
Echalot wind farm;16;Wind;2012;47,5945;4,7758
Estl wind farm;16;Wind;2011;48,9719;6,5923
Garcelles wind farm;16;Wind;2009;49,09;-0,26
Gorges-Gonfreville wind farm;16;Wind;2014;49,2448;-1,4086
Hargicourt wind farm;16;Wind;2008;49,7124;2,5111
Hombleux wind farm;16;Wind;2008;49,7346;3,0059
Kergrist wind farm;16;Wind;2006;48,1467;-2,9319
La Planésié wind farm;16;Wind;2019;43,6523;2,8765
La Salesse wind farm;16;Wind;2013;43,6847;2,8547
Le Boutonnier wind farm;16;Wind;2005;48,6454;5,4731
Maisontiers wind farm;16;Wind;2016;46,7985;-0,237
Montagne D'Aureille wind farm;16;Wind;2007;44,5653;5,6468
Montagne Gaillard wind farm;16;Wind;2013;49,9932;3,1038
Moquepanier wind farm;16;Wind;2013;45,8636;0,3303
Moréac wind farm;16;Wind;2010;47,9431;-2,7838
Neuil Sur L'Autise wind farm;16;Wind;2018;46,4421;-0,6673
Nozay wind farm;16;Wind;2013;47,5312;-1,5723
Oursel Maison wind farm;16;Wind;2017;49,6089;2,1744
Pauvres wind farm;16;Wind;2021;49,4352;4,4629
Pays Jusséen wind farm;16;Wind;2018;47,8136;5,797
Perrières wind farm;16;Wind;2014;48,7261;4,4827
Plumieux wind farm;16;Wind;2010;48,1142;-2,6086
Pontru wind farm;16;Wind;2012;49,9343;3,2135
Saint-Philbert-De-Bouaine wind farm;16;Wind;2010;47,0019;-1,4976
Saint-Quentin En Mauges wind farm;16;Wind;2010;47,2775;-0,8958
Semide wind farm;16;Wind;2018;49,3472;4,5511
Sery Carrière Martin wind farm;16;Wind;2009;49,7725;3,4758
Voyennes wind farm;16;Wind;2011;49,7646;2,9647
Aller-Leine-Tal wind farm;16;Wind;2011;52,6915;9,5279
Altenrheine Wind Park;16;Wind;2017;52,3098;7,5092
Bärfang (Brandenburg) wind farm;16;Wind;2018;51,6319;12,7531
Bärfang (Schleswig-Holstein) wind farm;16;Wind;2018;51,6561;13,3771
Beggerow-Borrentin wind farm;16;Wind;2013;53,8352;13,0283
Beiersdorf-Freudenberg wind farm;16;Wind;2014;52,6893;13,8252
Beltheim II wind farm;16;Wind;2013;50,102;7,4955
Belum wind farm;16;Wind;2004;53,8009;8,9903
Boldecker Land wind farm;16;Wind;2003;51,5208;10,7486
Bredenborn wind farm;16;Wind;2003;51,7961;9,1604
Burg (EVV Renewable Energy) wind farm;16;Wind;2007;52,2137;11,829
Crussow wind farm;16;Wind;2002;52,9943;14,048
Deblinghausen wind farm;16;Wind;2003;52,6102;8,9638
Dinklage Hone wind farm;16;Wind;2003;52,6974;8,1056
Domsdorf wind farm;16;Wind;2009;51,7006;14,6417
Dorn-Dürkheim wind farm;16;Wind;2012;49,756;8,2874
Emmendorf wind farm;16;Wind;2003;53,0154;10,3249
Falkenstein-Harz-Ermsleben wind farm;16;Wind;2010;51,7645;11,3861
Forst Briesnig wind farm;16;Wind;2018;51,803;14,5801
Freyenstein wind farm;16;Wind;2006;53,2967;12,3337
Füchtorf wind farm;16;Wind;2002;52,0161;8,0222
Gebhardshain wind farm;16;Wind;2006;50,7354;7,7971
Groß Leine-Klein Leine wind farm;16;Wind;2009;51,9839;14,0767
Großer Wald wind farm;16;Wind;2013;49,5419;9,3889
Jüterbog wind farm;16;Wind;2005;51,9483;13,1669
Kappel wind farm;16;Wind;2015;50;7,3714
Kleisthöhe wind farm;16;Wind;2006;53,44;13,7474
Kloster Wulfshagen wind farm;16;Wind;2005;54,1744;12,465
Koogwind wind farm;16;Wind;2023;53,9986;8,9157
Krempdorf wind farm;16;Wind;2003;53,8189;9,4741
Laderholz wind farm;16;Wind;1998;52,6299;9,4545
Lausitz-Kauxdorf wind farm;16;Wind;2011;51,5154;13,3223
Lengerich wind farm;16;Wind;2000;52,5961;7,536
Linnau wind farm;16;Wind;2022;54,7113;9,1547
Lübbenau wind farm;16;Wind;2010;51,4905;13,5637
Märkische Heide wind farm;16;Wind;2009;51,9688;13,9799
Mastershausen wind farm;16;Wind;2007;50,0416;7,3439
Medow wind farm;16;Wind;2006;53,8331;13,5489
Mensinghausen I wind farm;16;Wind;2010;52,5364;8,9478
Neuruppin wind farm;16;Wind;2013;52,9132;12,7429
Ottenhausen wind farm;16;Wind;2007;51,2047;10,9879
Ravensburg (WPD) wind farm;16;Wind;1998;54,0004;11,4301
Reher wind farm;16;Wind;2005;54,0519;9,5714
Reudelsterz wind farm;16;Wind;2021;50,3172;7,1557
Riegenroth wind farm;16;Wind;2012;50,0697;7,5833
Sande wind farm;16;Wind;1999;53,5061;7,9886
Sarow wind farm;16;Wind;2012;53,8226;13,1154
Schermen wind farm;16;Wind;2007;52,213;11,8291
Schlieben-Wehrhain wind farm;16;Wind;2009;51,7314;13,4105
Schulenburg wind farm;16;Wind;2001;52,1919;9,7401
Schütting wind farm;16;Wind;2012;53,5784;8,3316
Schweskau wind farm;16;Wind;2009;52,9147;11,3033
Selmsdorf wind farm;16;Wind;2007;53,8764;10,8857
Sichau wind farm;16;Wind;2002;52,5127;11,2073
Suderbruch wind farm;16;Wind;2012;52,5556;9,4109
Thum Windpark;16;Wind;2019;50,6994;6,5067
Ulrichstein-Platte wind farm;16;Wind;2013;50,5975;9,1762
Wachenheim wind farm;16;Wind;2013;49,6233;8,1556
Wanderup Erweiterung wind farm;16;Wind;2022;54,6628;9,3112
Werder-Ruthen-Lutheran 1 wind farm;16;Wind;2001;53,4954;11,9939
Wesselburenerkoog wind farm;16;Wind;2010;54,2459;8,9037
Westeregeln wind farm;16;Wind;2011;51,9597;11,369
Westoverledingen wind farm;16;Wind;2013;53,1294;7,4169
Wutike wind farm;16;Wind;2009;53,0094;12,366
Anatole wind farm;16;Wind;2019;38,1191;24,5406
Grammatikaki wind farm;16;Wind;2017;41,1792;25,8052
Kale Chitsa wind farm;16;Wind;2021;38,474;21,143
Korphovouni (Korphovouni Wind) wind farm;16;Wind;2019;41,0446;25,9418
Koukoura wind farm;16;Wind;2019;37,3594;22,478
Moungoulios wind farm;16;Wind;2017;38,1712;23,6218
Paralia Zarakes wind farm;16;Wind;2020;38,3252;24,1972
Prophetes Elias (Sagias Wind) wind farm;16;Wind;2019;36,5636;22,4322
Psele Rache Labousa wind farm;16;Wind;2013;37,4683;23,3869
Sainte-Rose wind farm;16;Wind;2018;16,322;-61,7001
Tadas (Renew) II wind farm;16;Wind;2013;15,1266;75,1248
Veernam wind farm;16;Wind;2009;10,3261;77,9851
Banzi - Tre Titoli wind farm;16;Wind;2021;40,8616;16,0138
Castellaneta (EDPR) wind farm;16;Wind;2013;40,6304;16,9347
Castiglione Messer Marino - Ampliamento wind farm;16;Wind;2004;41,8662;14,442
Fiume Santo wind farm;16;Wind;2018;40,8332;8,2914
Maschito wind farm;16;Wind;2001;40,9107;15,8313
Monte Malvizzo wind farm;16;Wind;2007;37,2734;13,7138
Nulvi wind farm;16;Wind;2005;40,766;8,7446
Pescina Wind wind farm;16;Wind;2010;42,0279;13,6566
Ripabottoni wind farm;16;Wind;2005;41,697;14,8243
Serra Carpaneto 3 wind farm;16;Wind;2016;41,0721;15,7153
DREAM Wind Ehime Seiyo;16;Wind;2020;33,3603;132,5175
Hirogawa Myojinyama wind farm;16;Wind;2008;33,9156;135,3005
Misato wind farm;16;Wind;2006;34,7296;136,316
Omaezaki wind farm;16;Wind;2011;34,6316;138,1148
Yurihonjo Bayside wind farm;16;Wind;2017;39,7643;140,0849
Benaiciai wind farm;16;Wind;2007;56,0885;21,2636
Irene Vorrink wind farm;16;Wind;1997;52,6023;5,6012
Chojince-Tuchola-Chelmza wind farm;16;Wind;2015;53,322;18,3393
Czarnozyly wind farm;16;Wind;2012;51,2735;18,6057
Sierzchowo wind farm;16;Wind;2015;52,8231;18,8537
Świecie wind farm;16;Wind;2020;53,4154;18,4174
Bravo wind farm;16;Wind;2009;39,9092;-8,0458
Cabril wind farm;16;Wind;2002;40,9832;-8,0449
Leomil wind farm;16;Wind;2008;40,9575;-7,659
Chankjuk wind farm;16;Wind;2012;37,222;128,9627
Hwasun wind farm;16;Wind;2015;35,0908;127,0605
Borja (Viesgo) wind farm;16;Wind;1997;41,888;-1,568
El Chaparro wind farm;16;Wind;2011;41,0139;-2,5058
El Ruedo wind farm;16;Wind;2004;36,01;-5,6
La Torre wind farm;16;Wind;2007;36,01;-5,6
Loma De Lázaro wind farm;16;Wind;2008;36,4046;-5,7763
Los Sillones wind farm;16;Wind;2003;37,17;-4,15
Matabuey wind farm;16;Wind;2010;40,8705;-5,4349
Muel wind farm;16;Wind;1998;41,512;-1,13
Peña Del Cuervo wind farm;16;Wind;2011;43,4575;-6,0009
San Xoan wind farm;16;Wind;1999;42,6833;-7,2333
Tagoro Risco Blanco wind farm;16;Wind;2017;28,1291;-16,7593
Valcaire wind farm;16;Wind;2012;36,9985;-3,6816
Valdihuelo wind farm;16;Wind;2011;40,6723;-4,5222
Villoruebo wind farm;16;Wind;2004;42,18;-3,43
Zarzuela wind farm;16;Wind;2007;36,0139;-5,6069
Fredriksdal wind farm;16;Wind;2013;57,6381;14,5498
Gärdshyttan wind farm;16;Wind;2020;58,764;15,0267
Gunnarby wind farm;16;Wind;2013;58,4068;11,6881
Hakarp wind farm;16;Wind;2012;56,2036;15,1648
Idhult wind farm;16;Wind;2011;56,9618;16,2367
Norra Hunna wind farm;16;Wind;2021;58,9388;14,8202
Österhultsmåla wind farm;16;Wind;2021;56,6625;16,0196
Östra Herrestad wind farm;16;Wind;2011;55,5258;14,1909
Röbergsfjället wind farm;16;Wind;2007;60,286;14,2228
Säliträdberget wind farm;16;Wind;2009;60,8155;14,4031
Stormon wind farm;16;Wind;2016;62,7706;17,7608
Alaçati wind farm;16;Wind;2016;38,2838;26,3455
Karadere wind farm;16;Wind;2014;41,8933;27,4852
Kuyulukoyak wind farm;16;Wind;2020;38,1381;32,356
Prychornomorskiy wind farm;16;Wind;2020;46,9405;32,0635
Bagmoor wind farm;16;Wind;2009;53,6277;-0,6672
Bishopthorpe wind farm;16;Wind;2017;53,5099;-0,0007
Bryn Du wind farm;16;Wind;2005;52,4147;-3,707
Caton Moor wind farm;16;Wind;2006;54,0698;-2,654
Coal Clough wind farm;16;Wind;2015;53,7497;-2,15
Deeping St Nicholas wind farm;16;Wind;2006;52,7326;-0,2257
Deucheran Hill wind farm;16;Wind;2001;55,6293;-5,544
Fen Farm wind farm;16;Wind;2008;53,4233;0,069
Gayton Le Marsh wind farm;16;Wind;2016;53,3626;0,166
Knabs Ridge wind farm;16;Wind;2008;53,999;-1,6496
Langhope Rig wind farm;16;Wind;2015;55,4707;-2,9399
Shantavny Scotch wind farm;16;Wind;2017;54,4766;-7,09
St. Johns Hill wind farm;16;Wind;2013;56,8886;-2,2724
Yelvertoft wind farm;16;Wind;2013;52,3748;-1,1511
Casper wind farm;16;Wind;2009;42,8833;-106,22
Enron Earth Smart wind farm;16;Wind;1999;33,9167;-116,56
Marsh Hill wind farm;16;Wind;2014;42,1769;-77,5087
Ruthton wind farm;16;Wind;2001;44,2048;-96,1988
Longford wind farm;16;Wind;2023;17,7118;-64,6902
Adenium Rashadiya solar farm;16;Solar;2019;30,6843;35,6280
Univ Jordan Solar Rooftop PV;16;Solar;2021;32,0083;35,8703
Bruckneudorf wind farm;17;Wind;2019;48,0135;16,83
Furstkogel wind farm;17;Wind;2019;47,426;15,5857
Icaraí (Eólica Icaraí) wind farm;17;Wind;2013;-3,0267;-39,6197
Henan Xiangcheng Liutang Distributed wind farm;17;Wind;2019;33,379;114,945
Hirtshals Havn wind farm;17;Wind;2020;57,5936;9,9924
Høgsted wind farm;17;Wind;2017;57,3862;10,0334
Hollandsbjerg wind farm;17;Wind;2002;56,4968;10,2474
Rønland Offshore wind farm;17;Wind;2003;56,6704;8,2162
Skovengen wind farm;17;Wind;2018;57,1655;10,4037
Turebylille wind farm;17;Wind;2016;55,3655;12,0968
Olhava Nyby wind farm;17;Wind;2014;65,5075;25,3346
Uttermossa wind farm;17;Wind;2022;62,1179;21,6178
Allainville Aux Bois wind farm;17;Wind;2020;48,4674;1,908
Corroy wind farm;17;Wind;2011;48,7228;3,9747
Ducandeau wind farm;17;Wind;2019;48,9475;5,1963
Goudelancourt wind farm;17;Wind;2018;49,7037;3,8527
Les Trois Ormes wind farm;17;Wind;2015;47,0919;2,0911
Pays De Boussac wind farm;17;Wind;2012;46,4183;2,1723
Roquetaillade wind farm;17;Wind;2001;43,01;2,23
Saint-Généroux Irais wind farm;17;Wind;2019;46,8791;-0,1195
Seuil De Bapaume Extension wind farm;17;Wind;2020;50,0364;2,8886
Ahrensfeld wind farm;17;Wind;2017;52,4119;8,0264
Albersdorf wind farm;17;Wind;2014;54,138;9,2569
Amalienhof wind farm;17;Wind;2002;53,8311;12,4808
Amtenhauser Berg wind farm;17;Wind;2017;47,9594;8,6766
Aßlar wind farm;17;Wind;2017;50,636;8,4654
Bietikow wind farm;17;Wind;2021;53,2744;13,9629
Buchenau wind farm;17;Wind;2016;50,7733;9,7386
Cheinitz-Zethlingen wind farm;17;Wind;2016;52,7153;11,2662
Dörmte wind farm;17;Wind;2006;53,0281;10,6997
Einzingen wind farm;17;Wind;2021;51,4367;11,3749
Felde Windpark;17;Wind;2019;52,9561;8,9125
Flörsbachtal-Roßkopf wind farm;17;Wind;2020;50,166;9,5214
Freudenberg wind farm;17;Wind;2016;49,7567;9,3672
Fürth wind farm;17;Wind;2018;49,6493;8,8551
Gemünden wind farm;17;Wind;2017;50,959;9,0165
Gerichtstetten wind farm;17;Wind;2018;49,5184;9,5163
Gescherwind Farm;17;Wind;2021;51,9447;6,9454
Gramzow wind farm;17;Wind;2022;53,2194;13,9785
Grevenkop West wind farm;17;Wind;2016;53,8468;9,5227
Groß Buchwald-Negenharrie wind farm;17;Wind;2022;54,151;10,096
Hämelhausen wind farm;17;Wind;2016;52,7937;9,2832
Hamwiede wind farm;17;Wind;2015;52,8912;9,4813
Heede wind farm;17;Wind;2000;53,0103;7,2522
Hohenahr wind farm;17;Wind;2012;50,6358;8,499
Hohenlochen wind farm;17;Wind;2021;48,3248;8,1882
Hollich wind farm;17;Wind;2001;52,1788;7,3812
Kahlberg wind farm;17;Wind;2018;49,6487;8,8565
Koßdorf wind farm;17;Wind;2003;51,5194;13,2252
Lautenbach wind farm;17;Wind;2017;49,4044;7,285
Lehe wind farm;17;Wind;2017;52,9927;7,3763
Lieger Wald wind farm;17;Wind;2020;50,1438;7,3223
Looft wind farm;17;Wind;2018;54,0349;9,5418
Lüdersdorf-Trebbin wind farm;17;Wind;2016;52,2033;13,2922
Neu Zauche Nord 2 wind farm;17;Wind;2006;51,9422;14,0948
Niederhambach wind farm;17;Wind;2013;49,6964;7,2078
Nonnweiler wind farm;17;Wind;2017;49,633;6,938
Oederquart wind farm;17;Wind;2019;53,7894;9,1568
Ohmenheim wind farm;17;Wind;2016;48,7933;10,3622
Ottweiler-Höcherberg wind farm;17;Wind;2017;49,4044;7,285
Petkus wind farm;17;Wind;2016;51,9791;13,3289
Puls wind farm;17;Wind;1999;54,0703;9,5326
Roteberg wind farm;17;Wind;2018;50,8712;9,8125
Rottelsdorf wind farm;17;Wind;1999;51,5861;11,7112
Schacht Konrad wind farm;17;Wind;2000;52,1939;10,3847
Schimmendorf wind farm;17;Wind;2017;50,1612;11,377
Schönwalde-Altenkrempe wind farm;17;Wind;2017;54,1674;10,8271
Schöppingen wind farm;17;Wind;2019;52,1054;7,1799
Siegfriedeiche wind farm;17;Wind;2020;50,4078;8,4643
Teltow wind farm;17;Wind;2022;52,337;13,2484
Uetze Wilhelmshöhe wind farm;17;Wind;2017;52,4773;10,2011
Varel wind farm;17;Wind;2015;53,4201;8,0588
Vettenbüttel wind farm;17;Wind;2022;53,9665;9,0441
Weißbach (Weissbach) wind farm;17;Wind;2016;49,3301;9,598
Wendhausen wind farm;17;Wind;2017;53,256;10,5846
Wilsickow wind farm;17;Wind;1998;53,5036;13,8372
Windpark Schafflundfeld;17;Wind;2017;54,7777;9,1171
Workerszeller Forst wind farm;17;Wind;2017;48,9635;11,1124
Alogorache wind farm;17;Wind;2006;39,0417;22,5938
Kalogerovouni wind farm;17;Wind;2017;36,852;22,9542
Mavroplayia Kastro wind farm;17;Wind;2016;38,2194;23,4108
Xerovouni (Xerovouni Platanou) wind farm;17;Wind;2012;38,6276;21,8077
Poolavadi (Chettinad) wind farm;17;Wind;1996;10,9094;78,3665
Acres wind farm;17;Wind;2015;54,5257;-8,1876
Moneypoint wind farm;17;Wind;2017;52,6094;-9,4291
Old Mill wind farm;17;Wind;2016;54,0833;-6,8607
Sheskin wind farm;17;Wind;2023;54,1194;-9,5794
Contrada Colla wind farm;17;Wind;2006;37,7976;13,9328
Foiano Ampliamento wind farm;17;Wind;2011;40,8423;14,2563
Manfredonia wind farm;17;Wind;2012;41,2755;15,4701
Monteleone Di Puglia wind farm;17;Wind;1996;41,1336;15,2658
Pietramontecorvino (PLT) wind farm;17;Wind;2005;41,4623;15,5496
Kawazu wind farm;17;Wind;2015;34,7947;138,9933
Tsuruoka Hachimor wind farm;17;Wind;2021;38,731;139,8273
Housen-Pëtschent wind farm;17;Wind;2016;49,97;6,1138
Krupy wind farm;17;Wind;2013;54,4135;16,5347
Opalenica wind farm;17;Wind;2015;52,3088;16,4128
Baia Holrom wind farm;17;Wind;2011;45,9852;24,6859
Areté wind farm;17;Wind;2018;28,1221;-16,5786
Castelo wind farm;17;Wind;2001;43,09;-8,69
Do Vilán wind farm;17;Wind;2003;43,1492;-9,1899
El Pulpal wind farm;17;Wind;2000;41,77;-2,03
Finca De Mogán wind farm;17;Wind;1998;28,1644;-16,4456
Gatún 1F wind farm;17;Wind;2003;42,1514;-2,041
Las Cabezas wind farm;17;Wind;2009;37,6143;-7,2488
Las Herrerías wind farm;17;Wind;2023;41,7649;-1,4238
Navazuelo wind farm;17;Wind;2002;40,63;-4,35
Pena Grande wind farm;17;Wind;2003;43,52;-7,67
Silvarrendonda wind farm;17;Wind;2005;43,186;-8,8438
Txutxu wind farm;17;Wind;2005;42,5393;-1,5135
Tarhankut wind farm;17;Wind;2001;45,42;32,78
Boyndie Airfield wind farm;17;Wind;2006;57,6653;-2,639
Meall An Tuirc wind farm;17;Wind;1997;57,71;-4,427
Roos wind farm;17;Wind;2013;53,7518;-0,0697
Sunderland wind farm;17;Wind;2005;53,7545;-0,0436
Historic Victory Garden wind farm;17;Wind;1981;35,0706;-118,379
Tuana Springs wind farm;17;Wind;2010;42,8882;-115,017
Westridge Windfarm;17;Wind;2003;43,9846;-96,2234
KarmSolar-Dakahlia Group solar farm;17;Solar;2022;30,5836;30,3333
Kentilux wind farm;17,2;Wind;2011;-34,7404;-56,5757
Antonio Moran wind farm;18;Wind;2000;-45,8502;-67,5976
Codrington wind farm;18;Wind;2001;-38,2829;141,955
Au Am Leithaberge wind farm;18;Wind;2018;47,937;16,5345
Deutsch Haslau wind farm;18;Wind;2014;48,0478;16,9837
Hochpürschtling wind farm;18;Wind;2013;47,4889;15,5777
Zistersdorf Ost wind farm;18;Wind;2014;48,4892;16,7795
Greensky Lincent wind farm;18;Wind;2017;50,7186;5,0459
Quevy wind farm;18;Wind;2010;50,3805;3,9553
Tournai wind farm;18;Wind;2017;50,5687;3,4051
Pedra Do Sal wind farm;18;Wind;2008;-2,8262;-41,7071
Krapelit wind farm;18;Wind;2010;43,6325;27,5441
Vranino wind farm;18;Wind;2012;43,5266;28,3072
Ganaraska wind farm;18;Wind;2016;44,0043;-78,5946
Grey Highlands Clean Energy wind farm;18;Wind;2016;44,2842;-80,3583
Gunn's Hill wind farm;18;Wind;2016;43,0814;-80,7142
Plateau wind farm;18;Wind;2012;44,2463;-80,3945
El Maiten wind farm;18;Wind;2019;-37,2704;-72,5553
Henan Jiyuan Dayuzhen Shenxiandong Distributed wind farm;18;Wind;2019;35,0736;112,3156
Jiangxi Congyi Tianxing wind farm;18;Wind;2019;25,473;113,9658
Tianjin Ninghe Ninghezhen Distributed wind farm;18;Wind;2021;39,4639;117,7618
Zhejiang Xiangshan Paotaishan wind farm;18;Wind;2014;29,1343;121,806
Horni Lodenice - Lipina wind farm;18;Wind;2009;49,8167;15,475
Grønkær wind farm;18;Wind;2018;56,4376;8,3403
Kragerup Estate wind farm;18;Wind;2012;55,4955;11,4118
Lerchenborg Estate wind farm;18;Wind;2012;55,6549;11,0598
Pulsen wind farm;18;Wind;2013;57,2249;10,3506
Sønder Herreds wind farm;18;Wind;2014;56,7567;8,6452
Stakroge wind farm;18;Wind;2017;55,9072;8,8562
Troldhede wind farm;18;Wind;2012;56,0144;8,7355
Urup Hede wind farm;18;Wind;2012;55,8108;8,8011
Pakri wind farm;18;Wind;2005;59,38;24,05
Latamäki wind farm;18;Wind;2014;61,7335;25,7837
Bois Nanette Et Bois Duvivier wind farm;18;Wind;2010;49,7987;1,9073
Caulieres wind farm;18;Wind;2010;49,7937;1,9006
Chamole wind farm;18;Wind;2017;46,847;5,747
Champagne Conlinoise wind farm;18;Wind;2019;48,1358;-0,018
Chemin De Valenciennes wind farm;18;Wind;2022;50,2334;3,4824
Chemin Perré wind farm;18;Wind;2016;48,5985;3,5162
Coësmes wind farm;18;Wind;2018;47,8757;-1,435
Cormainville - Guillonville - Courbehaye wind farm;18;Wind;2016;48,1338;1,6388
Cruscades-Villedaigne-Ornaisons wind farm;18;Wind;2017;43,2;2,8428
Energie Iwuy wind farm;18;Wind;2019;50,2332;3,3664
Eole Les Patoures wind farm;18;Wind;2017;46,3666;1,1562
Epine-Aux-Bois wind farm;18;Wind;2018;48,8858;3,4623
Fiefs wind farm;18;Wind;2012;50,4859;2,327
Forêt De Thivolet wind farm;18;Wind;2018;45,1717;5,1813
Guicheric wind farm;18;Wind;2017;43,2051;2,8447
Hautes-Fages wind farm;18;Wind;2017;43,8033;3,0482
Ids-Saint Roch And Touchay wind farm;18;Wind;2020;46,7332;2,2446
L’Espinassière wind farm;18;Wind;2006;46,8894;-1,7726
La Roche Quatre Rivières wind farm;18;Wind;2019;47,6758;5,6617
Le Chemin Vert wind farm;18;Wind;2022;48,17;3,5533
Le Grand Chemin wind farm;18;Wind;2023;46,7852;1,9005
Le Mee wind farm;18;Wind;2010;47,0338;1,8119
Les Hauts Boudreaux wind farm;18;Wind;2022;49,5405;2,2681
Les Landes wind farm;18;Wind;2019;46,1633;0,909
Monts De L'Ain wind farm;18;Wind;2017;46,061;5,5113
Patay wind farm;18;Wind;2007;48,0695;1,687
Puech Cambert wind farm;18;Wind;2007;43,7417;2,848
Puech De L'Homme wind farm;18;Wind;2011;43,7418;2,8479
Querterelles wind farm;18;Wind;2012;49,935;3,2131
Quint wind farm;18;Wind;2017;49,7155;2,2456
Remigny Ly Fontaine wind farm;18;Wind;2014;49,7268;3,313
Renneville wind farm;18;Wind;2014;49,6476;4,1441
Rosières wind farm;18;Wind;2018;48,6626;5,3844
Roustans wind farm;18;Wind;2017;43,7799;3,049
Saint Jean Lachalm wind farm;18;Wind;2008;44,9619;3,7382
Savigny Waleppe wind farm;18;Wind;2011;49,6252;4,058
Scaër wind farm;18;Wind;2017;48,0849;-3,7538
Sources De La Loire wind farm;18;Wind;2011;44,7994;4,1276
Sources Du Mistral wind farm;18;Wind;2019;47,5844;5,2867
Thibie wind farm;18;Wind;2016;48,9026;4,2149
Tortefontaine wind farm;18;Wind;2020;50,3536;1,939
Vallée De Torfou wind farm;18;Wind;2018;47,0098;1,9616
Vatan wind farm;18;Wind;2010;47,0422;1,8046
Ablaß wind farm;18;Wind;1999;51,2269;12,9269
Adorf wind farm;18;Wind;2006;51,3706;8,8439
Basedow wind farm;18;Wind;2003;53,4192;10,5633
Bentstreek wind farm;18;Wind;2003;53,3894;7,857
Boitzenhagen wind farm;18;Wind;2021;52,6214;10,8352
Bokel wind farm;18;Wind;2022;54,1346;9,449
Braderup-Kilxbull wind farm;18;Wind;2006;54,8236;8,8819
Breberen wind farm;18;Wind;2005;50,9928;5,9971
Bürgerwindpark Behrendorf;18;Wind;2012;54,5736;9,2135
Debstedt wind farm;18;Wind;2016;53,6313;8,6708
Die Gleiche wind farm;18;Wind;2017;50,8068;9,3208
Diekhusen-Fahrstedt Windpark;18;Wind;2016;53,9422;9,053
Diepenau wind farm;18;Wind;2012;52,4353;8,7606
Dornstedt wind farm;18;Wind;2001;51,3955;11,7215
Dörnthal Am Saidenberg wind farm;18;Wind;2007;50,7461;13,3483
Eixen wind farm;18;Wind;2006;54,1647;12,6788
Elsdorf wind farm;18;Wind;2008;53,2185;9,1663
Ennigerloh wind farm;18;Wind;2009;51,8587;7,9739
Erwitte-Völlinghausen wind farm;18;Wind;2022;51,595;8,3193
Escherwind wind farm;18;Wind;2017;53,4505;7,1048
Georgsfeld wind farm;18;Wind;2010;53,4931;7,4242
Glasewitz wind farm;18;Wind;2015;53,8301;12,3101
Golzwarden wind farm;18;Wind;2017;53,3587;8,4308
Gommern wind farm;18;Wind;2008;52,1186;13,1888
Grabow-Reesen wind farm;18;Wind;2014;52,2744;11,9581
Grapzow wind farm;18;Wind;2004;53,7061;13,2989
Groß Pankow wind farm;18;Wind;2022;53,0801;12,0585
Großenwede wind farm;18;Wind;2011;53,1381;9,7177
Gunzenhausen wind farm;18;Wind;2011;49,0719;10,6807
Güstow wind farm;18;Wind;2022;53,3261;13,7651
Halenbeck 2 wind farm;18;Wind;2007;53,2626;12,3032
Hamersen wind farm;18;Wind;2007;53,2452;9,4543
Hangelberg wind farm;18;Wind;2003;52,9705;13,218
Harkebrügge wind farm;18;Wind;2017;53,1409;7,8326
Hattorfer Berg wind farm;18;Wind;2016;51,6661;10,2127
Heinsberg wind farm;18;Wind;2004;51,1615;6,2035
Helmshagen wind farm;18;Wind;2016;54,0641;13,3515
Hof (Trasse Münchberg) wind farm;18;Wind;2012;50,2353;11,8403
Hummelsweiler wind farm;18;Wind;2017;49,0388;10,0112
Jänickendorfer Heide wind farm;18;Wind;2013;52,0055;13,1961
Kandrich wind farm;18;Wind;2014;49,9973;7,7288
Kasendorf-Weismain wind farm;18;Wind;2014;50,0453;11,2961
Katzenstirn wind farm;18;Wind;2022;51,0829;9,6723
Kleinpaschleben wind farm;18;Wind;2002;51,8025;11,8832
Kölsa wind farm;18;Wind;2017;51,5632;13,1954
Langendorf wind farm;18;Wind;2001;51,0955;12,2651
Lemförde wind farm;18;Wind;2004;52,5094;8,4265
